in s,C1 in V
1.07526E-01,-5.732849E-03
1.07532E-01,-5.534485E-03
1.07538E-01,-5.351379E-03
1.07544E-01,-5.320862E-03
1.07550E-01,-5.290344E-03
1.07556E-01,-5.122498E-03
1.07562E-01,-4.985168E-03
1.07568E-01,-4.802063E-03
1.07574E-01,-4.588440E-03
1.07580E-01,-4.268005E-03
1.07586E-01,-4.023865E-03
1.07592E-01,-3.886536E-03
1.07598E-01,-3.733948E-03
1.07604E-01,-3.596619E-03
1.07610E-01,-3.306702E-03
1.07616E-01,-3.230408E-03
1.07622E-01,-3.047302E-03
1.07628E-01,-2.986267E-03
1.07634E-01,-2.787903E-03
1.07640E-01,-2.589539E-03
1.07646E-01,-2.375916E-03
1.07652E-01,-1.948669E-03
1.07658E-01,-1.750305E-03
1.07664E-01,-1.567200E-03
1.07670E-01,-1.490906E-03
1.07676E-01,-1.490906E-03
1.07682E-01,-1.796082E-03
1.07688E-01,-2.101257E-03
1.07694E-01,-2.299622E-03
1.07700E-01,-2.299622E-03
1.07706E-01,-2.208069E-03
1.07712E-01,-2.345398E-03
1.07718E-01,-2.436951E-03
1.07724E-01,-2.604797E-03
1.07730E-01,-2.925232E-03
1.07736E-01,-3.398254E-03
1.07742E-01,-3.917053E-03
1.07748E-01,-4.008606E-03
1.07754E-01,-4.268005E-03
1.07760E-01,-4.527405E-03
1.07766E-01,-4.725769E-03
1.07772E-01,-4.924133E-03
1.07778E-01,-4.954651E-03
1.07784E-01,-5.061462E-03
1.07790E-01,-5.229309E-03
1.07796E-01,-5.412415E-03
1.07802E-01,-5.503967E-03
1.07808E-01,-5.549744E-03
1.07814E-01,-5.656555E-03
1.07820E-01,-5.702332E-03
1.07826E-01,-5.946472E-03
1.07832E-01,-6.175354E-03
1.07838E-01,-6.511047E-03
1.07844E-01,-6.846741E-03
1.07850E-01,-7.182434E-03
1.07856E-01,-7.335022E-03
1.07862E-01,-7.502869E-03
1.07868E-01,-7.747009E-03
1.07874E-01,-7.930115E-03
1.07880E-01,-8.250549E-03
1.07886E-01,-8.647278E-03
1.07892E-01,-8.830383E-03
1.07898E-01,-8.967712E-03
1.07904E-01,-9.272888E-03
1.07910E-01,-9.608582E-03
1.07916E-01,-1.014264E-02
1.07922E-01,-1.053937E-02
1.07928E-01,-1.069196E-02
1.07934E-01,-1.096661E-02
1.07940E-01,-1.121075E-02
1.07946E-01,-1.159222E-02
1.07952E-01,-1.194318E-02
1.07958E-01,-1.224835E-02
1.07964E-01,-1.255353E-02
1.07970E-01,-1.288922E-02
1.07976E-01,-1.317914E-02
1.07982E-01,-1.336224E-02
1.07988E-01,-1.337750E-02
1.07994E-01,-1.324017E-02
1.08000E-01,-1.330121E-02
1.08006E-01,-1.339276E-02
1.08012E-01,-1.340802E-02
1.08018E-01,-1.357587E-02
1.08024E-01,-1.356061E-02
1.08030E-01,-1.377423E-02
1.08036E-01,-1.398785E-02
1.08042E-01,-1.412518E-02
1.08048E-01,-1.417096E-02
1.08054E-01,-1.410992E-02
1.08060E-01,-1.412518E-02
1.08066E-01,-1.401837E-02
1.08072E-01,-1.385052E-02
1.08078E-01,-1.394208E-02
1.08084E-01,-1.392682E-02
1.08090E-01,-1.391156E-02
1.08096E-01,-1.397260E-02
1.08102E-01,-1.383527E-02
1.08108E-01,-1.383527E-02
1.08114E-01,-1.382001E-02
1.08120E-01,-1.372845E-02
1.08126E-01,-1.365216E-02
1.08132E-01,-1.360638E-02
1.08138E-01,-1.363690E-02
1.08144E-01,-1.360638E-02
1.08150E-01,-1.356061E-02
1.08156E-01,-1.343854E-02
1.08162E-01,-1.340802E-02
1.08168E-01,-1.322491E-02
1.08174E-01,-1.307233E-02
1.08180E-01,-1.298077E-02
1.08186E-01,-1.288922E-02
1.08192E-01,-1.273663E-02
1.08198E-01,-1.246198E-02
1.08204E-01,-1.224835E-02
1.08210E-01,-1.201947E-02
1.08216E-01,-1.159222E-02
1.08222E-01,-1.134808E-02
1.08228E-01,-1.104291E-02
1.08234E-01,-1.082928E-02
1.08240E-01,-1.070721E-02
1.08246E-01,-1.058514E-02
1.08252E-01,-1.053937E-02
1.08258E-01,-1.052411E-02
1.08264E-01,-1.053937E-02
1.08270E-01,-1.058514E-02
1.08276E-01,-1.067670E-02
1.08282E-01,-1.078351E-02
1.08288E-01,-1.084454E-02
1.08294E-01,-1.082928E-02
1.08300E-01,-1.078351E-02
1.08306E-01,-1.066144E-02
1.08312E-01,-1.069196E-02
1.08318E-01,-1.058514E-02
1.08324E-01,-1.034100E-02
1.08330E-01,-1.003583E-02
1.08336E-01,-9.883240E-03
1.08342E-01,-9.791687E-03
1.08348E-01,-9.593323E-03
1.08354E-01,-9.410217E-03
1.08360E-01,-9.288147E-03
1.08366E-01,-9.394958E-03
1.08372E-01,-9.471252E-03
1.08378E-01,-9.593323E-03
1.08384E-01,-9.944275E-03
1.08390E-01,-1.024945E-02
1.08396E-01,-1.063092E-02
1.08402E-01,-1.082928E-02
1.08408E-01,-1.089032E-02
1.08414E-01,-1.108868E-02
1.08420E-01,-1.127179E-02
1.08426E-01,-1.163800E-02
1.08432E-01,-1.176007E-02
1.08438E-01,-1.171429E-02
1.08444E-01,-1.145490E-02
1.08450E-01,-1.118024E-02
1.08456E-01,-1.092084E-02
1.08462E-01,-1.079877E-02
1.08468E-01,-1.085980E-02
1.08474E-01,-1.089032E-02
1.08480E-01,-1.108868E-02
1.08486E-01,-1.114972E-02
1.08492E-01,-1.111920E-02
1.08498E-01,-1.119550E-02
1.08504E-01,-1.116498E-02
1.08510E-01,-1.111920E-02
1.08516E-01,-1.122601E-02
1.08522E-01,-1.145490E-02
1.08528E-01,-1.171429E-02
1.08534E-01,-1.191266E-02
1.08540E-01,-1.179059E-02
1.08546E-01,-1.180585E-02
1.08552E-01,-1.171429E-02
1.08558E-01,-1.150067E-02
1.08564E-01,-1.131757E-02
1.08570E-01,-1.124127E-02
1.08576E-01,-1.110394E-02
1.08582E-01,-1.093610E-02
1.08588E-01,-1.084454E-02
1.08594E-01,-1.076825E-02
1.08600E-01,-1.079877E-02
1.08606E-01,-1.055463E-02
1.08612E-01,-1.047833E-02
1.08618E-01,-1.035626E-02
1.08624E-01,-1.014264E-02
1.08630E-01,-1.003583E-02
1.08636E-01,-9.837463E-03
1.08642E-01,-9.684875E-03
1.08648E-01,-9.608582E-03
1.08654E-01,-9.669617E-03
1.08660E-01,-9.639099E-03
1.08666E-01,-9.517029E-03
1.08672E-01,-9.394958E-03
1.08678E-01,-9.318665E-03
1.08684E-01,-9.349182E-03
1.08690E-01,-9.440735E-03
1.08696E-01,-9.440735E-03
1.08702E-01,-9.578064E-03
1.08708E-01,-9.578064E-03
1.08714E-01,-9.578064E-03
1.08720E-01,-9.547546E-03
1.08726E-01,-9.394958E-03
1.08732E-01,-9.272888E-03
1.08738E-01,-9.242371E-03
1.08744E-01,-9.044006E-03
1.08750E-01,-8.982971E-03
1.08756E-01,-8.891418E-03
1.08762E-01,-8.784607E-03
1.08768E-01,-8.570984E-03
1.08774E-01,-8.418396E-03
1.08780E-01,-8.418396E-03
1.08786E-01,-8.448914E-03
1.08792E-01,-8.372620E-03
1.08798E-01,-8.296326E-03
1.08804E-01,-8.494690E-03
1.08810E-01,-8.387878E-03
1.08816E-01,-8.448914E-03
1.08822E-01,-8.586243E-03
1.08828E-01,-8.570984E-03
1.08834E-01,-8.509949E-03
1.08840E-01,-8.235291E-03
1.08846E-01,-8.204773E-03
1.08852E-01,-8.097961E-03
1.08858E-01,-7.945374E-03
1.08864E-01,-7.823303E-03
1.08870E-01,-7.701233E-03
1.08876E-01,-7.655457E-03
1.08882E-01,-7.823303E-03
1.08888E-01,-7.960632E-03
1.08894E-01,-8.036926E-03
1.08900E-01,-8.052185E-03
1.08906E-01,-8.128479E-03
1.08912E-01,-8.113220E-03
1.08918E-01,-7.792786E-03
1.08924E-01,-7.457092E-03
1.08930E-01,-7.060364E-03
1.08936E-01,-6.739929E-03
1.08942E-01,-6.465271E-03
1.08948E-01,-6.068542E-03
1.08954E-01,-5.641296E-03
1.08960E-01,-5.366638E-03
1.08966E-01,-5.137756E-03
1.08972E-01,-5.015686E-03
1.08978E-01,-4.802063E-03
1.08984E-01,-4.603699E-03
1.08990E-01,-4.222229E-03
1.08996E-01,-3.718689E-03
1.09002E-01,-3.199890E-03
1.09008E-01,-2.681091E-03
1.09014E-01,-2.253845E-03
1.09020E-01,-1.933411E-03
1.09026E-01,-1.780823E-03
1.09032E-01,-1.658752E-03
1.09038E-01,-1.658752E-03
1.09044E-01,-1.597717E-03
1.09050E-01,-1.445129E-03
1.09056E-01,-1.536682E-03
1.09062E-01,-1.582458E-03
1.09068E-01,-1.780823E-03
1.09074E-01,-1.887634E-03
1.09080E-01,-2.055481E-03
1.09086E-01,-2.147034E-03
1.09092E-01,-2.192810E-03
1.09098E-01,-2.101257E-03
1.09104E-01,-2.147034E-03
1.09110E-01,-2.177551E-03
1.09116E-01,-2.269104E-03
1.09122E-01,-2.391174E-03
1.09128E-01,-2.406433E-03
1.09134E-01,-2.421692E-03
1.09140E-01,-2.452209E-03
1.09146E-01,-2.360657E-03
1.09152E-01,-2.299622E-03
1.09158E-01,-2.162292E-03
1.09164E-01,-1.963928E-03
1.09170E-01,-1.826599E-03
1.09176E-01,-1.765564E-03
1.09182E-01,-1.750305E-03
1.09188E-01,-1.628235E-03
1.09194E-01,-1.536682E-03
1.09200E-01,-1.490906E-03
1.09206E-01,-1.307800E-03
1.09212E-01,-1.246765E-03
1.09218E-01,-1.170471E-03
1.09224E-01,-1.124695E-03
1.09230E-01,-1.002625E-03
1.09236E-01,-7.890015E-04
1.09242E-01,-8.042603E-04
1.09248E-01,-7.737427E-04
1.09254E-01,-7.584839E-04
1.09260E-01,-7.584839E-04
1.09266E-01,-8.195190E-04
1.09272E-01,-8.652954E-04
1.09278E-01,-8.042603E-04
1.09284E-01,-8.042603E-04
1.09290E-01,-1.017883E-03
1.09296E-01,-1.155212E-03
1.09302E-01,-1.353577E-03
1.09308E-01,-1.536682E-03
1.09314E-01,-1.704529E-03
1.09320E-01,-1.857117E-03
1.09326E-01,-2.131775E-03
1.09332E-01,-2.162292E-03
1.09338E-01,-2.284363E-03
1.09344E-01,-2.330139E-03
1.09350E-01,-2.421692E-03
1.09356E-01,-2.314880E-03
1.09362E-01,-2.375916E-03
1.09368E-01,-2.299622E-03
1.09374E-01,-2.360657E-03
1.09380E-01,-2.452209E-03
1.09386E-01,-2.513245E-03
1.09392E-01,-2.513245E-03
1.09398E-01,-2.574280E-03
1.09404E-01,-2.650574E-03
1.09410E-01,-2.787903E-03
1.09416E-01,-2.833679E-03
1.09422E-01,-2.955750E-03
1.09428E-01,-2.986267E-03
1.09434E-01,-3.062561E-03
1.09440E-01,-3.108337E-03
1.09446E-01,-3.276184E-03
1.09452E-01,-3.398254E-03
1.09458E-01,-3.764465E-03
1.09464E-01,-4.023865E-03
1.09470E-01,-4.298523E-03
1.09476E-01,-4.466370E-03
1.09482E-01,-4.725769E-03
1.09488E-01,-4.756287E-03
1.09494E-01,-4.924133E-03
1.09500E-01,-4.878357E-03
1.09506E-01,-4.802063E-03
1.09512E-01,-4.664734E-03
1.09518E-01,-4.557922E-03
1.09524E-01,-4.359558E-03
1.09530E-01,-4.283264E-03
1.09536E-01,-4.344299E-03
1.09542E-01,-4.512146E-03
1.09548E-01,-4.603699E-03
1.09554E-01,-4.832581E-03
1.09560E-01,-5.076721E-03
1.09566E-01,-5.305603E-03
1.09572E-01,-5.519226E-03
1.09578E-01,-5.778625E-03
1.09584E-01,-6.038025E-03
1.09590E-01,-6.327942E-03
1.09596E-01,-6.450012E-03
1.09602E-01,-6.556824E-03
1.09608E-01,-6.678894E-03
1.09614E-01,-6.862000E-03
1.09620E-01,-7.075623E-03
1.09626E-01,-7.380798E-03
1.09632E-01,-7.441833E-03
1.09638E-01,-7.548645E-03
1.09644E-01,-7.701233E-03
1.09650E-01,-7.731750E-03
1.09656E-01,-7.747009E-03
1.09662E-01,-7.762268E-03
1.09668E-01,-8.113220E-03
1.09674E-01,-8.357361E-03
1.09680E-01,-8.693054E-03
1.09686E-01,-8.845642E-03
1.09692E-01,-8.998230E-03
1.09698E-01,-8.906677E-03
1.09704E-01,-8.982971E-03
1.09710E-01,-9.135559E-03
1.09716E-01,-9.257629E-03
1.09722E-01,-9.333923E-03
1.09728E-01,-9.379700E-03
1.09734E-01,-9.455994E-03
1.09740E-01,-9.379700E-03
1.09746E-01,-9.242371E-03
1.09752E-01,-9.257629E-03
1.09758E-01,-9.318665E-03
1.09764E-01,-9.715393E-03
1.09770E-01,-1.018842E-02
1.09776E-01,-1.069196E-02
1.09782E-01,-1.110394E-02
1.09788E-01,-1.139386E-02
1.09794E-01,-1.180585E-02
1.09800E-01,-1.221783E-02
1.09806E-01,-1.247723E-02
1.09812E-01,-1.272137E-02
1.09818E-01,-1.284344E-02
1.09824E-01,-1.319440E-02
1.09830E-01,-1.333173E-02
1.09836E-01,-1.356061E-02
1.09842E-01,-1.382001E-02
1.09848E-01,-1.406415E-02
1.09854E-01,-1.427777E-02
1.09860E-01,-1.426251E-02
1.09866E-01,-1.429303E-02
1.09872E-01,-1.432355E-02
1.09878E-01,-1.439984E-02
1.09884E-01,-1.447614E-02
1.09890E-01,-1.468976E-02
1.09896E-01,-1.476605E-02
1.09902E-01,-1.511700E-02
1.09908E-01,-1.534589E-02
1.09914E-01,-1.569684E-02
1.09920E-01,-1.620038E-02
1.09926E-01,-1.671918E-02
1.09932E-01,-1.716168E-02
1.09938E-01,-1.764996E-02
1.09944E-01,-1.795514E-02
1.09950E-01,-1.842816E-02
1.09956E-01,-1.880963E-02
1.09962E-01,-1.928265E-02
1.09968E-01,-1.969464E-02
1.09974E-01,-1.990826E-02
1.09980E-01,-1.999982E-02
1.09986E-01,-2.018292E-02
1.09992E-01,-2.039655E-02
1.09998E-01,-2.067120E-02
1.10004E-01,-2.102216E-02
1.10010E-01,-2.134259E-02
1.10016E-01,-2.158673E-02
1.10022E-01,-2.187665E-02
1.10028E-01,-2.221234E-02
1.10034E-01,-2.257855E-02
1.10040E-01,-2.289899E-02
1.10046E-01,-2.320416E-02
1.10052E-01,-2.329572E-02
1.10058E-01,-2.337201E-02
1.10064E-01,-2.328046E-02
1.10070E-01,-2.320416E-02
1.10076E-01,-2.300580E-02
1.10082E-01,-2.288373E-02
1.10088E-01,-2.267010E-02
1.10094E-01,-2.238019E-02
1.10100E-01,-2.202924E-02
1.10106E-01,-2.154095E-02
1.10112E-01,-2.106793E-02
1.10118E-01,-2.038129E-02
1.10124E-01,-1.970990E-02
1.10130E-01,-1.893170E-02
1.10136E-01,-1.813824E-02
1.10142E-01,-1.728375E-02
1.10148E-01,-1.650555E-02
1.10154E-01,-1.563580E-02
1.10160E-01,-1.475079E-02
1.10166E-01,-1.388104E-02
1.10172E-01,-1.301129E-02
1.10178E-01,-1.214154E-02
1.10184E-01,-1.116498E-02
1.10190E-01,-1.026471E-02
1.10196E-01,-9.349182E-03
1.10202E-01,-8.433655E-03
1.10208E-01,-7.579163E-03
1.10214E-01,-6.633118E-03
1.10220E-01,-5.671814E-03
1.10226E-01,-4.817322E-03
1.10232E-01,-3.917053E-03
1.10238E-01,-3.062561E-03
1.10244E-01,-2.299622E-03
1.10250E-01,-1.719788E-03
1.10256E-01,-1.231506E-03
1.10262E-01,-6.516724E-04
1.10268E-01,-5.657959E-05
1.10274E-01,6.300659E-04
1.10280E-01,1.179382E-03
1.10286E-01,1.804993E-03
1.10292E-01,2.415344E-03
1.10298E-01,2.857849E-03
1.10304E-01,3.132507E-03
1.10310E-01,3.544495E-03
1.10316E-01,3.773376E-03
1.10322E-01,3.941223E-03
1.10328E-01,4.170105E-03
1.10334E-01,4.521057E-03
1.10340E-01,5.055115E-03
1.10346E-01,5.619690E-03
1.10352E-01,6.046936E-03
1.10358E-01,6.443665E-03
1.10364E-01,6.703064E-03
1.10370E-01,6.901428E-03
1.10376E-01,7.176086E-03
1.10382E-01,7.404968E-03
1.10388E-01,7.694885E-03
1.10394E-01,7.893250E-03
1.10400E-01,7.923767E-03
1.10406E-01,8.122131E-03
1.10412E-01,8.137390E-03
1.10418E-01,8.061096E-03
1.10424E-01,8.030579E-03
1.10430E-01,7.877991E-03
1.10436E-01,7.771179E-03
1.10442E-01,7.633850E-03
1.10448E-01,7.389709E-03
1.10454E-01,6.825134E-03
1.10460E-01,6.199524E-03
1.10466E-01,5.573914E-03
1.10472E-01,4.994080E-03
1.10478E-01,4.414246E-03
1.10484E-01,4.048035E-03
1.10490E-01,3.605530E-03
1.10496E-01,3.071472E-03
1.10502E-01,2.598450E-03
1.10508E-01,2.155945E-03
1.10514E-01,1.835510E-03
1.10520E-01,1.530334E-03
1.10526E-01,1.164124E-03
1.10532E-01,8.131714E-04
1.10538E-01,2.485962E-04
1.10544E-01,-2.091675E-04
1.10550E-01,-5.143433E-04
1.10556E-01,-6.974487E-04
1.10562E-01,-1.063660E-03
1.10568E-01,-1.460388E-03
1.10574E-01,-1.933411E-03
1.10580E-01,-2.284363E-03
1.10586E-01,-2.375916E-03
1.10592E-01,-2.513245E-03
1.10598E-01,-2.436951E-03
1.10604E-01,-2.406433E-03
1.10610E-01,-2.421692E-03
1.10616E-01,-2.421692E-03
1.10622E-01,-2.559021E-03
1.10628E-01,-2.589539E-03
1.10634E-01,-2.589539E-03
1.10640E-01,-2.726868E-03
1.10646E-01,-2.864197E-03
1.10652E-01,-2.925232E-03
1.10658E-01,-2.864197E-03
1.10664E-01,-2.955750E-03
1.10670E-01,-3.138855E-03
1.10676E-01,-3.230408E-03
1.10682E-01,-3.184631E-03
1.10688E-01,-3.016785E-03
1.10694E-01,-2.848938E-03
1.10700E-01,-2.711609E-03
1.10706E-01,-2.589539E-03
1.10712E-01,-2.391174E-03
1.10718E-01,-2.238586E-03
1.10724E-01,-2.116516E-03
1.10730E-01,-1.979187E-03
1.10736E-01,-1.704529E-03
1.10742E-01,-1.445129E-03
1.10748E-01,-1.048401E-03
1.10754E-01,-6.364136E-04
1.10760E-01,-1.481323E-04
1.10766E-01,1.723022E-04
1.10772E-01,5.842896E-04
1.10778E-01,9.505005E-04
1.10784E-01,1.255676E-03
1.10790E-01,1.713440E-03
1.10796E-01,2.155945E-03
1.10802E-01,2.583191E-03
1.10808E-01,3.117249E-03
1.10814E-01,3.559753E-03
1.10820E-01,3.880188E-03
1.10826E-01,4.093811E-03
1.10832E-01,4.246399E-03
1.10838E-01,4.460022E-03
1.10844E-01,4.673645E-03
1.10850E-01,5.085632E-03
1.10856E-01,5.406067E-03
1.10862E-01,5.650208E-03
1.10868E-01,5.695984E-03
1.10874E-01,5.680725E-03
1.10880E-01,5.757019E-03
1.10886E-01,5.802795E-03
1.10892E-01,5.970642E-03
1.10898E-01,6.169006E-03
1.10904E-01,6.352112E-03
1.10910E-01,6.504700E-03
1.10916E-01,6.672546E-03
1.10922E-01,7.084534E-03
1.10928E-01,7.466003E-03
1.10934E-01,7.847473E-03
1.10940E-01,8.183167E-03
1.10946E-01,8.503601E-03
1.10952E-01,8.625671E-03
1.10958E-01,8.717224E-03
1.10964E-01,8.747742E-03
1.10970E-01,8.885071E-03
1.10976E-01,8.869812E-03
1.10982E-01,8.763000E-03
1.10988E-01,8.701965E-03
1.10994E-01,8.518860E-03
1.11000E-01,8.427307E-03
1.11006E-01,8.381531E-03
1.11012E-01,8.213684E-03
1.11018E-01,8.091614E-03
1.11024E-01,7.954285E-03
1.11030E-01,7.984802E-03
1.11036E-01,7.908508E-03
1.11042E-01,7.984802E-03
1.11048E-01,7.893250E-03
1.11054E-01,7.908508E-03
1.11060E-01,7.893250E-03
1.11066E-01,7.816956E-03
1.11072E-01,7.664368E-03
1.11078E-01,7.618591E-03
1.11084E-01,7.694885E-03
1.11090E-01,7.511780E-03
1.11096E-01,7.466003E-03
1.11102E-01,7.374451E-03
1.11108E-01,7.404968E-03
1.11114E-01,7.343933E-03
1.11120E-01,7.343933E-03
1.11126E-01,7.130310E-03
1.11132E-01,7.298157E-03
1.11138E-01,7.542297E-03
1.11144E-01,7.679626E-03
1.11150E-01,7.893250E-03
1.11156E-01,8.259460E-03
1.11162E-01,8.457825E-03
1.11168E-01,8.625671E-03
1.11174E-01,8.808777E-03
1.11180E-01,8.915588E-03
1.11186E-01,8.930847E-03
1.11192E-01,8.793518E-03
1.11198E-01,8.671448E-03
1.11204E-01,8.534119E-03
1.11210E-01,8.396790E-03
1.11216E-01,8.213684E-03
1.11222E-01,8.061096E-03
1.11228E-01,7.954285E-03
1.11234E-01,8.061096E-03
1.11240E-01,7.969543E-03
1.11246E-01,7.954285E-03
1.11252E-01,7.954285E-03
1.11258E-01,8.137390E-03
1.11264E-01,8.183167E-03
1.11270E-01,8.106873E-03
1.11276E-01,8.015320E-03
1.11282E-01,7.847473E-03
1.11288E-01,7.694885E-03
1.11294E-01,7.435486E-03
1.11300E-01,7.221863E-03
1.11306E-01,7.115051E-03
1.11312E-01,7.054016E-03
1.11318E-01,7.084534E-03
1.11324E-01,7.115051E-03
1.11330E-01,7.206604E-03
1.11336E-01,7.191345E-03
1.11342E-01,7.252380E-03
1.11348E-01,7.420227E-03
1.11354E-01,7.389709E-03
1.11360E-01,7.420227E-03
1.11366E-01,7.389709E-03
1.11372E-01,7.481262E-03
1.11378E-01,7.404968E-03
1.11384E-01,7.466003E-03
1.11390E-01,7.481262E-03
1.11396E-01,7.282898E-03
1.11402E-01,7.084534E-03
1.11408E-01,6.809875E-03
1.11414E-01,6.413147E-03
1.11420E-01,6.107971E-03
1.11426E-01,5.711243E-03
1.11432E-01,5.329773E-03
1.11438E-01,5.100891E-03
1.11444E-01,4.856750E-03
1.11450E-01,4.902527E-03
1.11456E-01,4.872009E-03
1.11462E-01,4.902527E-03
1.11468E-01,4.963562E-03
1.11474E-01,5.161926E-03
1.11480E-01,5.512878E-03
1.11486E-01,5.757019E-03
1.11492E-01,5.924866E-03
1.11498E-01,5.894348E-03
1.11504E-01,5.985901E-03
1.11510E-01,5.894348E-03
1.11516E-01,5.863831E-03
1.11522E-01,5.772278E-03
1.11528E-01,5.665466E-03
1.11534E-01,5.619690E-03
1.11540E-01,5.634949E-03
1.11546E-01,5.604431E-03
1.11552E-01,5.619690E-03
1.11558E-01,5.680725E-03
1.11564E-01,5.680725E-03
1.11570E-01,5.528137E-03
1.11576E-01,5.604431E-03
1.11582E-01,5.604431E-03
1.11588E-01,5.619690E-03
1.11594E-01,5.879089E-03
1.11600E-01,5.955383E-03
1.11606E-01,6.123230E-03
1.11612E-01,6.413147E-03
1.11618E-01,6.382629E-03
1.11624E-01,6.260559E-03
1.11630E-01,6.199524E-03
1.11636E-01,6.169006E-03
1.11642E-01,6.107971E-03
1.11648E-01,5.879089E-03
1.11654E-01,5.650208E-03
1.11660E-01,5.482361E-03
1.11666E-01,5.421326E-03
1.11672E-01,5.253479E-03
1.11678E-01,5.100891E-03
1.11684E-01,4.917786E-03
1.11690E-01,4.795715E-03
1.11696E-01,4.612610E-03
1.11702E-01,4.444763E-03
1.11708E-01,4.261658E-03
1.11714E-01,3.971741E-03
1.11720E-01,3.361389E-03
1.11726E-01,2.781555E-03
1.11732E-01,2.400085E-03
1.11738E-01,2.079651E-03
1.11744E-01,1.606628E-03
1.11750E-01,1.179382E-03
1.11756E-01,8.284302E-04
1.11762E-01,2.485962E-04
1.11768E-01,-1.939087E-04
1.11774E-01,-6.669312E-04
1.11780E-01,-9.873657E-04
1.11786E-01,-1.200989E-03
1.11792E-01,-1.582458E-03
1.11798E-01,-1.567200E-03
1.11804E-01,-1.857117E-03
1.11810E-01,-2.208069E-03
1.11816E-01,-2.604797E-03
1.11822E-01,-2.864197E-03
1.11828E-01,-2.986267E-03
1.11834E-01,-2.971008E-03
1.11840E-01,-2.955750E-03
1.11846E-01,-2.955750E-03
1.11852E-01,-2.848938E-03
1.11858E-01,-2.833679E-03
1.11864E-01,-2.818420E-03
1.11870E-01,-2.848938E-03
1.11876E-01,-2.879456E-03
1.11882E-01,-2.879456E-03
1.11888E-01,-3.001526E-03
1.11894E-01,-3.108337E-03
1.11900E-01,-3.321960E-03
1.11906E-01,-3.444031E-03
1.11912E-01,-3.535583E-03
1.11918E-01,-3.764465E-03
1.11924E-01,-3.917053E-03
1.11930E-01,-4.206970E-03
1.11936E-01,-4.618958E-03
1.11942E-01,-4.939392E-03
1.11948E-01,-5.214050E-03
1.11954E-01,-5.595520E-03
1.11960E-01,-5.900696E-03
1.11966E-01,-6.327942E-03
1.11972E-01,-6.862000E-03
1.11978E-01,-7.594421E-03
1.11984E-01,-8.250549E-03
1.11990E-01,-8.998230E-03
1.11996E-01,-9.700134E-03
1.12002E-01,-1.050885E-02
1.12008E-01,-1.134808E-02
1.12014E-01,-1.214154E-02
1.12020E-01,-1.269086E-02
1.12026E-01,-1.343854E-02
1.12032E-01,-1.400311E-02
1.12038E-01,-1.447614E-02
1.12044E-01,-1.502545E-02
1.12050E-01,-1.539166E-02
1.12056E-01,-1.577313E-02
1.12062E-01,-1.626141E-02
1.12068E-01,-1.671918E-02
1.12074E-01,-1.705487E-02
1.12080E-01,-1.729901E-02
1.12086E-01,-1.748212E-02
1.12092E-01,-1.748212E-02
1.12098E-01,-1.728375E-02
1.12104E-01,-1.707013E-02
1.12110E-01,-1.694806E-02
1.12116E-01,-1.676495E-02
1.12122E-01,-1.644452E-02
1.12128E-01,-1.597150E-02
1.12134E-01,-1.559003E-02
1.12140E-01,-1.528485E-02
1.12146E-01,-1.475079E-02
1.12152E-01,-1.420148E-02
1.12158E-01,-1.375897E-02
1.12164E-01,-1.308759E-02
1.12170E-01,-1.247723E-02
1.12176E-01,-1.208051E-02
1.12182E-01,-1.160748E-02
1.12188E-01,-1.118024E-02
1.12194E-01,-1.064618E-02
1.12200E-01,-1.020367E-02
1.12206E-01,-9.837463E-03
1.12212E-01,-9.425476E-03
1.12218E-01,-9.059265E-03
1.12224E-01,-8.708313E-03
1.12230E-01,-8.433655E-03
1.12236E-01,-8.158997E-03
1.12242E-01,-7.823303E-03
1.12248E-01,-7.594421E-03
1.12254E-01,-7.472351E-03
1.12260E-01,-7.273987E-03
1.12266E-01,-7.273987E-03
1.12272E-01,-7.304504E-03
1.12278E-01,-7.411316E-03
1.12284E-01,-7.533386E-03
1.12290E-01,-7.731750E-03
1.12296E-01,-7.930115E-03
1.12302E-01,-7.945374E-03
1.12308E-01,-8.021667E-03
1.12314E-01,-7.914856E-03
1.12320E-01,-7.914856E-03
1.12326E-01,-7.685974E-03
1.12332E-01,-7.411316E-03
1.12338E-01,-7.258728E-03
1.12344E-01,-7.045105E-03
1.12350E-01,-6.953552E-03
1.12356E-01,-6.862000E-03
1.12362E-01,-6.923035E-03
1.12368E-01,-6.831482E-03
1.12374E-01,-6.770447E-03
1.12380E-01,-6.617859E-03
1.12386E-01,-6.282166E-03
1.12392E-01,-6.114319E-03
1.12398E-01,-5.885437E-03
1.12404E-01,-5.626038E-03
1.12410E-01,-5.473450E-03
1.12416E-01,-5.336121E-03
1.12422E-01,-5.320862E-03
1.12428E-01,-5.244568E-03
1.12434E-01,-5.214050E-03
1.12440E-01,-5.214050E-03
1.12446E-01,-5.137756E-03
1.12452E-01,-5.046204E-03
1.12458E-01,-5.061462E-03
1.12464E-01,-5.122498E-03
1.12470E-01,-5.061462E-03
1.12476E-01,-5.015686E-03
1.12482E-01,-5.061462E-03
1.12488E-01,-5.275085E-03
1.12494E-01,-5.503967E-03
1.12500E-01,-5.412415E-03
1.12506E-01,-5.381897E-03
1.12512E-01,-5.366638E-03
1.12518E-01,-5.427673E-03
1.12524E-01,-5.610779E-03
1.12530E-01,-5.763367E-03
